Date of Entry,Crerar,Regenstein,Total
1/15/2019,196,6237,6433
1/16/2019,190,6192,6382
1/17/2019,192,5828,6020
1/18/2019,120,3833,3953
1/19/2019,57,1726,1783
1/20/2019,114,2959,3073
1/21/2019,,4673,4673
1/22/2019,220,6413,6633
1/23/2019,212,6257,6469
1/24/2019,203,5716,5919
1/25/2019,155,3907,4062
1/26/2019,93,2658,2751
1/27/2019,155,4478,4633
1/28/2019,266,6187,6453
1/29/2019,116,3738,3854
1/30/2019,,18,18
1/31/2019,115,4066,4181
2/1/2019,182,4375,4557
2/2/2019,123,3111,3234
2/3/2019,146,4260,4406
2/4/2019,266,7066,7332
2/5/2019,205,6784,6989
2/6/2019,207,6746,6953
2/7/2019,182,5837,6019
2/8/2019,143,4146,4289
2/9/2019,98,3000,3098
2/10/2019,188,4738,4926
2/11/2019,224,7127,7351
2/12/2019,238,6705,6943
2/13/2019,188,6094,6282
2/14/2019,136,4856,4992
2/15/2019,130,3124,3254
2/16/2019,151,2469,2620
2/17/2019,185,4003,4188
2/18/2019,199,7010,7209
2/19/2019,277,6665,6942
2/20/2019,194,6685,6879
2/21/2019,189,6337,6526
2/22/2019,150,4208,4358
2/23/2019,81,2750,2831
2/24/2019,131,4406,4537
2/25/2019,289,6748,7037
2/26/2019,271,6388,6659
2/27/2019,210,6496,6706
2/28/2019,229,5960,6189
3/1/2019,161,4408,4569
3/2/2019,107,2865,2972
3/3/2019,133,4474,4607
3/4/2019,208,6708,6916
3/5/2019,198,6408,6606
3/6/2019,196,6539,6735
3/7/2019,189,5982,6171
3/8/2019,200,4612,4812
3/9/2019,111,3277,3388
3/10/2019,206,5176,5382
3/11/2019,272,7729,8001
3/12/2019,274,7470,7744
3/13/2019,258,6479,6737
3/14/2019,266,6389,6655
3/15/2019,281,5810,6091
3/16/2019,281,4714,4995
3/17/2019,406,5925,6331
3/18/2019,381,7071,7452
3/19/2019,390,6640,7030
3/20/2019,279,5511,5790
3/21/2019,140,3973,4113
3/22/2019,99,2164,2263
3/23/2019,56,570,626
3/24/2019,71,377,448
3/25/2019,77,1186,1263
3/26/2019,80,1224,1304
3/27/2019,71,1259,1330
3/28/2019,48,1223,1271
3/29/2019,73,1081,1154
3/30/2019,50,538,588
3/31/2019,41,1020,1061
4/1/2019,218,4876,5094
4/2/2019,199,5524,5723
4/3/2019,251,5819,6070
4/4/2019,202,5253,5455
4/5/2019,169,4188,4357
4/6/2019,131,2303,2434
4/7/2019,201,4358,4559
4/8/2019,236,6514,6750
4/9/2019,220,6350,6570
4/10/2019,260,5899,6159
4/11/2019,206,5900,6106
4/12/2019,184,4267,4451
4/13/2019,130,2593,2723
4/14/2019,140,3253,3393
4/15/2019,269,6878,7147
4/16/2019,224,6130,6354
4/17/2019,253,6802,7055
4/18/2019,210,5894,6104
4/19/2019,176,4019,4195
4/20/2019,140,2454,2594
4/21/2019,205,3694,3899
4/22/2019,258,6638,6896
4/23/2019,280,6946,7226
4/24/2019,322,6461,6783
4/25/2019,237,6086,6323
4/26/2019,214,4297,4511
4/27/2019,128,2588,2716
4/28/2019,238,4583,4821
4/29/2019,381,6568,6949
4/30/2019,255,6319,6574
5/1/2019,298,6736,7034
5/2/2019,296,5728,6024
5/3/2019,204,4645,4849
5/4/2019,142,2901,3043
5/5/2019,167,4606,4773
5/6/2019,243,6732,6975
5/7/2019,278,6026,6304
5/8/2019,228,5974,6202
5/9/2019,230,5599,5829
5/10/2019,200,4032,4232
5/11/2019,93,2290,2383
5/12/2019,192,3782,3974
5/13/2019,266,6816,7082
5/14/2019,245,6374,6619
5/15/2019,296,6211,6507
5/16/2019,224,5465,5689
5/17/2019,185,4242,4427
5/18/2019,116,2309,2425
5/19/2019,241,4256,4497
5/20/2019,220,6501,6721
5/21/2019,232,6143,6375
5/22/2019,213,6036,6249
5/23/2019,215,5562,5777
5/24/2019,165,3937,4102
5/25/2019,101,2247,2348
5/26/2019,134,3122,3256
5/27/2019,,4033,4033
5/28/2019,274,6671,6945
5/29/2019,316,7031,7347
5/30/2019,284,6260,6544
5/31/2019,241,4785,5026
6/1/2019,94,2907,3001
6/2/2019,239,4970,5209
6/3/2019,378,7173,7551
6/4/2019,357,7075,7432
6/5/2019,342,6688,7030
6/6/2019,262,5855,6117
6/7/2019,320,4926,5246
6/8/2019,192,3621,3813
6/9/2019,218,4279,4497
6/10/2019,350,4940,5290
6/11/2019,284,5429,5713
6/12/2019,170,4366,4536
6/13/2019,122,2819,2941
6/14/2019,63,2209,2272
6/15/2019,35,484,519
6/16/2019,52,372,424
6/17/2019,87,1439,1526
6/18/2019,99,1327,1426
6/19/2019,90,1386,1476
6/20/2019,65,1305,1370
6/21/2019,98,1111,1209
6/22/2019,73,470,543
6/23/2019,100,420,520
6/24/2019,107,1912,2019
6/25/2019,102,1896,1998
6/26/2019,151,2026,2177
6/27/2019,150,2137,2287
6/28/2019,93,1485,1578
6/29/2019,93,609,702
6/30/2019,139,505,644
