"","Date","visitor_count","is_schyr","quarter","year","school_year","enrollment","total_trips","X","Quarter..String.","major_enroll","tot_major_count","totcs","totcy","plotdate","non_cy","cs_pct","STATION","NAME","DATE","AWND","PGTM","PRCP","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"327",2010-05-23,3075,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","5/23/10",10.07,1456,0,89,65,170,180,19.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",2010-05-24,5814,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","5/24/10",7.83,1347,0,91,73,100,90,16.1,21.9,NA,NA,NA,NA,NA,NA,1,NA,NA
"329",2010-05-25,5527,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","5/25/10",8.05,1423,0,87,71,90,110,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",2010-05-26,5507,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","5/26/10",5.82,1550,0,85,70,310,300,19.9,25.1,NA,NA,1,NA,NA,NA,1,NA,NA
"331",2010-05-27,4913,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","5/27/10",12.97,1603,0,77,63,30,40,21.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",2010-05-28,3564,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","5/28/10",10.51,1649,0,76,59,30,30,19.9,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",2010-05-29,1882,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","5/29/10",5.59,1610,0,84,62,80,80,14.1,17,NA,NA,NA,NA,NA,NA,1,NA,NA
"334",2010-05-30,3037,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","5/30/10",6.04,2357,0,91,64,190,190,19.9,25.1,NA,NA,1,NA,NA,NA,1,NA,NA
"335",2010-05-31,4229,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","5/31/10",4.92,1023,1.57,84,65,350,10,21.9,30,1,NA,1,NA,NA,NA,1,NA,NA
"336",2010-06-01,6832,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/1/10",6.04,1815,0,84,65,170,170,18.1,23,1,NA,NA,NA,NA,NA,1,NA,NA
"337",2010-06-02,5801,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/2/10",10.07,101,1.3,77,59,70,170,23,28,1,NA,1,NA,NA,NA,NA,NA,NA
"338",2010-06-03,4973,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/3/10",7.61,1016,0,71,58,30,40,14.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2010-06-04,3955,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/4/10",8.5,1314,0,83,60,240,200,21.9,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2010-06-05,2587,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/5/10",8.05,2159,0.51,79,60,360,10,29.1,36,1,NA,1,NA,NA,NA,NA,NA,NA
"341",2010-06-06,3705,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/6/10",10.51,1729,0,75,58,340,340,30,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2010-06-07,5136,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/7/10",7.83,1730,0,69,56,90,80,15,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",2010-06-08,4601,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/8/10",8.95,1327,0.33,67,59,140,130,19.9,23.9,1,NA,NA,NA,NA,NA,1,NA,NA
"344",2010-06-09,4369,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/9/10",10.74,1520,0,83,67,260,280,23.9,30,1,NA,NA,NA,NA,NA,1,NA,NA
"345",2010-06-10,3956,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/10/10",6.71,1923,0,75,60,80,80,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",2010-06-11,2351,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/11/10",10.29,1544,0.41,88,64,190,190,23.9,31.1,1,NA,1,NA,NA,NA,NA,NA,NA
"347",2010-06-12,581,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/12/10",7.38,1040,0.12,77,62,50,50,16.1,18.1,1,NA,1,NA,NA,NA,1,NA,NA
"348",2010-06-13,523,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/13/10",4.7,1511,0.25,73,61,60,60,17,18.1,1,NA,NA,NA,NA,NA,1,NA,NA
"349",2010-06-14,1795,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/14/10",6.49,1813,0.01,72,61,60,20,16.1,19.9,1,NA,NA,NA,NA,NA,1,NA,NA
"350",2010-06-15,1649,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/15/10",6.26,1657,0.88,79,61,170,100,15,23.9,1,NA,1,NA,NA,NA,1,NA,NA
"351",2010-06-16,1652,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/16/10",10.29,1242,0,86,65,280,280,17,23,NA,NA,NA,NA,NA,NA,1,NA,NA
"352",2010-06-17,1690,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/17/10",6.93,2215,0,84,67,170,170,14.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2010-06-18,1371,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/18/10",9.62,1509,0.66,91,66,260,270,44.1,57.9,1,NA,1,NA,NA,NA,NA,NA,NA
"354",2010-06-19,710,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/19/10",11.41,1429,0,86,66,290,280,25.9,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2010-06-20,445,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/20/10",5.14,1455,0,80,67,50,100,15,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",2010-06-21,2101,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/21/10",6.93,2140,0.4,85,68,200,200,21,30,1,NA,1,NA,NA,NA,NA,NA,NA
"357",2010-06-22,2107,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/22/10",7.16,1448,0,86,70,240,200,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2010-06-23,1958,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/23/10",11.41,1724,1.23,87,67,320,320,53,72,1,1,1,NA,NA,NA,1,NA,NA
"359",2010-06-24,2068,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/24/10",8.05,645,0,81,65,320,320,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2010-06-25,1574,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/25/10",7.61,1347,0,84,66,240,250,16.1,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2010-06-26,554,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/26/10",6.93,335,0.7,88,68,310,310,25.9,31.1,1,NA,1,NA,NA,NA,NA,NA,NA
"362",2010-06-27,574,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/27/10",10.07,1328,0.88,87,72,260,280,28,36.9,1,NA,1,NA,NA,NA,1,NA,NA
"363",2010-06-28,2050,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/28/10",11.63,1300,0,82,65,280,290,21.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",2010-06-29,2054,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/29/10",8.5,1233,0,73,62,80,90,17,21,NA,NA,NA,NA,NA,NA,1,NA,NA
"365",2010-06-30,1904,1,2,2010,2009,5134,0,5,"Spring 2010",4848,5664,38,1402,2010.5,4262,0.008916002,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","6/30/10",6.71,1436,0,76,57,60,60,17,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2010-07-01,1804,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/1/10",6.04,1420,0,77,58,120,110,15,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",2010-07-02,1271,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/2/10",7.83,1601,0,83,62,180,150,15,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2010-07-03,493,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/3/10",8.5,1452,0,87,64,230,230,16.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2010-07-04,9,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/4/10",10.74,1610,0.03,92,72,240,220,23,33.1,NA,NA,NA,NA,NA,NA,1,NA,NA
"370",2010-07-05,977,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/5/10",13.42,1146,0,90,79,190,200,25.9,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",2010-07-06,2282,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/6/10",10.29,1730,0.04,91,75,260,260,23,29.1,NA,NA,1,NA,NA,NA,NA,NA,NA
"372",2010-07-07,2106,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/7/10",5.59,1745,0.05,94,72,320,330,21,23.9,NA,NA,1,NA,NA,NA,1,NA,NA
"373",2010-07-08,2057,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/8/10",4.7,1544,0.15,87,74,340,80,14.1,16.1,1,NA,NA,NA,NA,NA,1,NA,NA
"374",2010-07-09,1509,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/9/10",6.49,1410,0,87,72,60,40,16.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",2010-07-10,521,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/10/10",7.16,1714,0.01,89,69,70,250,18.1,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",2010-07-11,514,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/11/10",6.71,1010,0.77,85,67,240,260,16.1,23,1,NA,1,NA,NA,NA,1,NA,NA
"377",2010-07-12,2042,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/12/10",4.7,1205,0.01,84,65,80,340,12.1,16.1,1,NA,NA,NA,NA,NA,1,NA,NA
"378",2010-07-13,2114,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/13/10",6.93,1518,0.02,84,71,100,90,14.1,18.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"379",2010-07-14,2135,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/14/10",9.17,1442,0,91,72,180,170,18.1,28,1,NA,NA,NA,NA,NA,1,NA,NA
"380",2010-07-15,2124,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/15/10",10.29,1515,0,92,73,310,320,18.1,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2010-07-16,1596,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/16/10",7.83,1511,0,90,68,240,200,16.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",2010-07-17,546,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/17/10",6.49,1653,0,92,71,270,100,15,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2010-07-18,690,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/18/10",9.17,1118,0.29,91,74,260,260,40.9,69.1,NA,NA,1,NA,NA,NA,NA,NA,NA
"384",2010-07-19,2082,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/19/10",4.92,1531,0,84,72,240,250,14.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",2010-07-20,2089,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/20/10",7.83,1826,0,85,69,230,220,16.1,21.9,NA,NA,NA,NA,NA,NA,1,NA,NA
"386",2010-07-21,2044,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/21/10",6.26,909,0,90,73,20,290,14.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2010-07-22,2120,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/22/10",8.95,1746,0.02,90,72,210,210,21,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2010-07-23,1493,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/23/10",10.96,1711,3.15,95,71,240,250,38.9,53.9,1,NA,1,NA,NA,NA,1,NA,NA
"389",2010-07-24,489,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/24/10",10.07,254,4.73,87,69,320,320,28,32,1,NA,1,NA,NA,NA,1,NA,NA
"390",2010-07-25,574,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/25/10",9.62,809,0.52,81,68,40,30,17,21.9,1,1,NA,NA,NA,NA,1,NA,NA
"391",2010-07-26,1981,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/26/10",5.37,1528,0,84,64,90,80,14.1,17,NA,1,NA,NA,NA,NA,1,NA,NA
"392",2010-07-27,1971,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/27/10",6.71,1930,0,88,71,200,180,14.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2010-07-28,2173,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/28/10",8.72,1407,0,91,77,330,320,18.1,23,1,NA,NA,NA,NA,NA,1,NA,NA
"394",2010-07-29,1990,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/29/10",7.83,1248,0,81,69,50,70,16.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2010-07-30,1433,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/30/10",5.82,1239,0,79,71,160,240,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",2010-07-31,484,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","7/31/10",4.92,726,0.6,78,65,160,170,16.1,21,1,NA,1,NA,NA,NA,1,NA,NA
"397",2010-08-01,523,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/1/10",3.8,1551,0,84,66,80,120,12.1,14.1,1,NA,NA,NA,NA,NA,1,NA,NA
"398",2010-08-02,1836,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/2/10",6.26,2343,0.08,84,70,230,230,15,21.9,1,NA,NA,NA,NA,NA,1,NA,NA
"399",2010-08-03,1716,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/3/10",3.58,1001,1.6,87,65,180,150,12.1,15,1,NA,1,NA,NA,NA,NA,NA,NA
"400",2010-08-04,1808,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/4/10",4.25,554,0.57,81,71,280,260,29.1,40.9,1,NA,1,NA,NA,NA,1,NA,NA
"401",2010-08-05,1845,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/5/10",9.84,1526,0,84,68,300,310,21.9,29.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"402",2010-08-06,1324,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/6/10",6.26,1114,0,82,64,300,290,14.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2010-08-07,399,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/7/10",7.61,1558,0,84,66,240,250,17,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2010-08-08,498,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/8/10",9.4,1252,0.05,87,71,230,230,25.1,35.1,NA,NA,NA,NA,NA,NA,1,NA,NA
"405",2010-08-09,1742,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/9/10",6.49,1411,0,89,75,290,290,15,18.1,NA,NA,NA,NA,NA,NA,1,NA,NA
"406",2010-08-10,1776,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/10/10",5.82,1022,0,88,77,90,80,12.1,17,NA,NA,NA,NA,NA,NA,1,NA,NA
"407",2010-08-11,1771,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/11/10",7.38,1240,0,90,77,290,280,15,21,1,NA,NA,NA,NA,NA,1,NA,NA
"408",2010-08-12,1811,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/12/10",5.82,1525,0,89,75,110,110,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2010-08-13,1329,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/13/10",8.95,1921,0.66,93,72,280,290,23,30,1,NA,1,NA,NA,NA,1,NA,NA
"410",2010-08-14,413,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/14/10",4.25,812,0,88,72,160,170,14.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",2010-08-15,482,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/15/10",9.4,1748,0,84,67,290,280,21,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",2010-08-16,1699,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/16/10",9.84,1420,0,80,64,250,260,21,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2010-08-17,1656,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/17/10",6.04,1727,0.03,79,65,20,310,10.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2010-08-18,1750,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/18/10",3.36,1557,0.04,83,64,280,200,10.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2010-08-19,1621,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/19/10",5.59,955,0,87,69,250,150,14.1,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2010-08-20,1315,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/20/10",10.51,2208,0,93,75,210,210,21,31.1,NA,NA,NA,NA,NA,NA,1,NA,NA
"417",2010-08-21,449,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/21/10",5.14,1546,0.59,86,71,40,290,14.1,17,1,NA,NA,NA,NA,NA,1,NA,NA
"418",2010-08-22,475,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/22/10",10.29,1324,0,80,68,20,50,16.1,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",2010-08-23,1695,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/23/10",8.05,1500,0,78,67,50,70,15,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",2010-08-24,1760,0,3,2010,2009,5134,0,6,"Summer 2010",343,400,4,91,2010.75,309,0.012944984,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","8/24/10",5.37,2217,0,81,68,350,340,21,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
